264,264,15272
186,161,6605
237,236,6426
236,236,6289
48,161,5878
236,161,5318
237,162,5286
186,234,5187
237,161,5055
236,237,5011
236,162,4890
100,161,4794
237,237,4512
237,140,4203
170,161,4091
141,162,3831
141,161,3571
170,162,3536
48,230,3527
186,230,3333
141,236,3045
100,230,3013
142,161,3005
107,162,2997
229,161,2967
186,170,2944
230,246,2931
161,163,2913
186,246,2833
107,170,2829
161,161,2790
13,231,2768
234,161,2767
229,162,2753
262,236,2708
140,162,2685
236,75,2637
164,161,2635
107,161,2612
48,163,2599
48,246,2546
186,162,2529
140,237,2516
48,162,2506
141,237,2465
170,234,2447
161,230,2394
238,239,2389
263,236,2376
140,236,2220
48,68,2197
140,161,2175
141,140,2128
48,50,2113
162,161,2087
263,161,2075
48,48,2066
236,238,2065
238,236,2040
236,140,2040
236,163,2037
68,246,2037
229,140,2017
170,170,2012
231,161,2009
230,161,2000
68,161,2000
231,231,1991
186,163,1979
186,137,1934
162,162,1923
230,138,1916
170,107,1914
262,140,1904
186,164,1888
239,161,1878
137,162,1877
100,163,1847
90,161,1839
162,140,1837
170,230,1819
142,163,1813
249,161,1782
163,161,1769
237,163,1760
263,162,1746
142,162,1739
237,141,1736
162,170,1735
262,161,1729
170,186,1721
100,162,1720
142,230,1714
239,238,1708
239,236,1708
262,162,1690
239,142,1684
230,186,1668
236,262,1652
186,107,1648
236,230,1627
162,163,1624
141,141,1599
142,237,1589
249,234,1587
233,162,1575
170,100,1575
107,137,1558
100,170,1555
107,234,1554
229,237,1554
263,75,1553
236,141,1551
162,137,1547
162,230,1544
234,170,1540
233,161,1538
238,142,1527
68,234,1524
162,186,1510
151,238,1499
43,161,1496
113,161,1494
43,236,1491
238,161,1481
79,162,1477
68,230,1469
234,162,1452
238,238,1434
230,50,1429
140,233,1427
236,239,1426
237,75,1423
170,137,1420
137,170,1418
239,230,1413
48,186,1412
229,233,1412
137,161,1410
141,233,1405
263,141,1404
239,239,1398
162,234,1396
239,163,1388
140,140,1382
48,170,1382
90,246,1377
100,246,1373
162,107,1367
75,236,1364
142,239,1356
161,138,1337
79,234,1333
162,237,1325
231,230,1324
238,166,1322
170,163,1308
107,186,1304
186,231,1302
79,107,1298
236,43,1298
170,164,1292
164,170,1282
237,230,1282
229,170,1281
236,142,1275
236,263,1252
48,234,1244
141,263,1244
68,68,1243
48,164,1235
164,234,1230
48,142,1225
79,170,1222
138,161,1220
143,230,1219
90,234,1211
161,237,1210
163,162,1209
151,239,1197
162,138,1196
263,140,1183
132,132,1182
263,237,1180
234,230,1180
249,230,1179
107,107,1178
186,50,1160
164,246,1159
230,162,1156
48,237,1155
234,107,1131
229,141,1128
74,75,1127
239,162,1123
143,161,1115
141,230,1113
162,100,1112
186,140,1110
161,186,1109
186,68,1108
90,230,1108
140,229,1108
68,48,1101
237,170,1100
234,234,1092
79,161,1090
237,142,1089
113,162,1082
249,231,1074
262,237,1072
137,107,1069
163,237,1067
162,246,1063
234,137,1063
143,239,1061
141,163,1058
161,162,1056
107,230,1052
141,75,1051
164,162,1050
238,237,1049
142,238,1048
68,170,1048
163,138,1044
113,170,1041
68,163,1040
142,236,1037
100,164,1036
43,237,1033
162,164,1028
140,141,1026
43,43,1025
143,163,1015
79,137,1015
246,161,1012
113,234,1009
229,236,1008
263,74,1000
239,143,999
238,162,996
186,237,995
75,75,994
236,170,990
237,43,988
138,162,988
141,170,987
163,246,983
142,142,982
238,163,981
164,230,967
239,237,960
229,230,959
100,234,956
140,263,954
107,164,950
50,161,950
138,230,948
262,75,947
230,163,947
90,170,942
234,246,937
158,161,936
186,48,934
79,79,928
231,234,926
13,87,921
237,263,920
48,100,917
142,140,916
230,230,916
87,231,915
163,50,910
238,75,901
143,238,901
50,230,900
236,74,899
90,68,896
141,229,896
79,186,893
151,166,891
234,164,889
163,186,888
231,13,884
234,68,879
229,163,879
140,262,878
75,74,877
170,237,875
137,186,874
234,186,867
68,50,861
238,143,861
234,163,860
137,234,856
143,142,855
234,113,851
170,231,848
158,13,847
68,186,845
162,141,838
164,137,834
249,13,832
170,233,829
13,230,829
107,233,826
170,68,826
246,230,826
231,158,824
170,246,820
238,230,820
90,164,820
113,231,813
262,141,813
237,238,810
234,231,807
186,90,807
170,138,806
263,263,804
90,231,804
186,233,803
107,100,800
263,230,799
140,163,799
158,231,798
223,223,797
107,231,794
141,262,793
162,236,793
140,230,792
74,74,791
50,48,790
161,164,789
132,230,789
68,162,789
233,230,786
262,233,784
13,161,783
166,238,781
230,100,778
142,48,775
161,246,775
141,186,773
229,137,772
90,162,769
233,170,768
237,262,766
132,265,764
170,229,764
162,229,764
236,138,763
140,75,763
50,163,760
107,140,759
230,132,757
163,236,756
48,138,755
13,162,755
166,166,751
